#BM(C|255),MC(C|255),DESCR(C|4000)
81.3800x003,后外侧入路腰椎翻修术,"IB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.3800x004,后外侧入路腰骶椎翻修术,"IB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.3800x005,经椎间孔入路腰椎体翻修术,"IB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4000x004,髋关节镜下髋关节成形术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4000x005,髋关节镜下盂唇修补术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4000x006,髋关节镜下软骨成形术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4600x001,副韧带修补术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x001,膝关节半月板成形术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x005,膝关节镜下半月板成形术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x012,膝关节镜下异体外侧半月板移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x013,膝关节镜下半月板缝合术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x014,膝关节镜下半月板移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x015,膝关节镜下软骨成形术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x016,膝关节镜下软骨细胞移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x017,膝关节镜下软骨修复术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x018,膝关节镜下异体骨软骨移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4700x019,膝关节镜下自体骨软骨移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4900x001,踝关节修补术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.4900x002,踝关节镜下软骨成形术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.4900x003,踝关节镜下软骨修复术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.4900x004,踝关节镜下异体骨软骨移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.4900x005,踝关节镜下自体骨软骨移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.4900x006,踝关节软骨镜下软骨细胞移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.5200x004,人工双动股骨头置换术,"IC2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.5400x004,膝关节单髁表面置换术,"IC2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.5400x005,膝关节髌股表面置换术,"IC2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.5400x007,膝关节双间室置换术,"IC2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.5400x008,铰链式人工膝关节置换术,"IC2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.5700x001,跖趾关节置换术,"ID1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.5700x002,趾关节置换术,"ID1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.6400x003,多块椎骨融合,"IB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.6600x001,经皮穿刺脊柱后凸成形术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.6600x002,腰椎骨折球囊扩张成形术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.6600x003,胸椎骨折球囊扩张成形术,"IB3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.7100x001,掌指关节成形术伴植入,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7100x002,人工指关节置换术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7100x003,指间关节成形术伴植入,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7100x004,异体指关节游离移植术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7100x005,人工掌指关节置换术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7200x002,掌指关节成形术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7200x003,指间关节成形术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7200x004,掌板紧缩术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7200x005,掌板修复术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7200x006,指关节软骨重建术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7300x001,人工腕关节置换术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.7400x001,腕关节成形术伴植入,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7400x002,腕掌关节成形术伴植入,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7500x001,腕关节成形术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7500x002,腕掌关节成形术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7500x003,腕关节镜下TFCC成形术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.7500x004,腕关节镜下TFCC修补,"IF2,手术1,手术1,1"
81.7500x004,腕关节镜下TFCC修补术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.7500x005,腕关节镜下软骨成形术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.7500x005,			腕关节镜下软骨成形术		,"IF2,手术1,手术1,1"
81.8000x003,肩关节表面置换术,"IC2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.8300x001,肩关节成形术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.8300x003,肩关节囊修复重建术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.8300x004,肩关节修补术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.8300x006,肩袖修补术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.8300x007,肩关节镜下关节囊热紧缩术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.8300x008,肩关节镜下肩袖修补术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.8400x002,人工桡骨头置换术,"IF1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.8500x001,肱骨髁间成形术,"IF1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.8500x002,肘关节成形术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.8500x004,肘关节镜下软骨成形术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.8500x005,肘关节镜下软骨修复术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.8500x006,肘关节镜下异体骨软骨移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.8500x007,肘关节镜下自体骨软骨移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.8500x008,肘关节镜下软骨细胞移植术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9300x003,指间关节侧副韧带重建术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9300x003,			指间关节侧副韧带重建术		,"IF2,手术1,手术1,1"
81.9300x004,腕关节镜下韧带重建术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9300x004,			腕关节镜下韧带重建术		,"IF2,手术1,手术1,1"
81.9300x005,腕关节韧带重建术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9300x005,			腕关节韧带重建术			,"IF2,手术1,手术1,1"
81.9300x006,腕关节韧带紧缩术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9300x006,			腕关节韧带紧缩术			,"IF2,手术1,手术1,1"
81.9300x007,指关节囊缝合术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9300x007,			指关节囊缝合术				,"IF2,手术1,手术1,1"
81.9300x008,指间关节侧副韧带缝合术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9300x008,			指间关节侧副韧带缝合术		,"IF2,手术1,手术1,1"
81.9300x009,肘关节镜下韧带重建术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9300x010,肘关节韧带修补术,"IC3,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9400x001,踝关节韧带修补术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9400x006,踝关节镜下韧带修补术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9400x007,踝关节镜下韧带重建术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9500x001,髌韧带缝合术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x003,髌韧带重建术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x009,关节软骨修复术,"ID1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9600x015,韧带修补术,"ID1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9600x017,跖趾关节镜下软骨成形术,"ID1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9600x018,跖趾关节镜下软骨修复术,"ID1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9600x019,足趾关节游离移植术,"ID1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
81.9600x020,膝关节镜下膝关节后外侧角重建术,"IC3,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x021,膝关节后外侧角重建术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x022,膝关节镜下膝关节内侧髌股韧带重建术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x023,膝关节内侧髌股韧带重建术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x024,膝关节镜下膝后十字韧带再附着术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x025,膝后十字韧带再附着术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x026,膝关节镜下髌骨内侧支持带紧缩缝合术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x027,髌骨内侧支持带紧缩缝合术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x028,膝关节镜下髌韧带移位术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x029,髌韧带移位术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x030,膝关节镜下髌骨外侧支持带松解术,"IC3,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9600x031,髌骨外侧支持带松解术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
81.9700x002,肘关节翻修术,"IC1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
82.0200x001,手部肌肉切开减压术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.0200x001,手部肌肉切开减压术																									,"IG1,手术1,手术1,1"
82.1100x002,侧腱束切断术,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.1100x002,侧腱束切断术																									,"IG1,手术1,手术1,1"
82.1200x002,掌筋膜切断术,"IG1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.1900x002,手部肌肉松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.2900x001,手部软组织病损切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.3200x001,手肌腱切取术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.3400x001,手肌肉切取术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.3400x002,手筋膜切除用于移植,"PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.3400x002,手筋膜切除用于移植						,"IF2,手术1,手术1,1"
82.3500x001,掌腱膜部分切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.3500x002,掌腱膜切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.3600x001,手部肌肉切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.3900x001,手部软组织切除术,"IF2,手术1,手术1,1"
82.4300x001,手部肌腱延迟性缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.4400x001,屈腕肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.4400x002,屈指肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.4500x001,拇长伸肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.4500x009,伸指总肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.4500x010,伸指肌腱侧束缝合术,"IG1,手术1,手术1,1;ZC1,手术1,手术1,1"
82.4500x011,伸指肌腱中央束缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.4500x012,伸腕肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.4500x013,伸指肌腱缝合术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.5600x002,手部自体肌腱移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.5600x003,手部异体肌腱移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.5600x004,手部带腱帽异体肌腱移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.5600x005,手部带鞘管异体肌腱移植术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.5700x001,手部肌腱移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.5900x001,手部肌肉移位术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.6100x002,拇指整复术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.6900x002,拇指重建术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.7100x001,拇外展功能重建术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.7100x002,指浅屈肌替代法屈肌腱滑车重建术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.7100x003,游离腱片法屈肌腱滑车重建术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.7100x004,腱环法屈肌腱滑车重建术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.7900x001,手肌腱移植的整形术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8100x001,手指移位术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8300x001,巨指矫正术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1"
82.8400x001,槌状指矫正术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1"
82.8500x001,手部肌腱固定术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8500x002,屈指浅肌腱近指间关节固定术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8600x001,手部肌腱成形术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8600x006,手指肌腱成形术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8600x010,指深-浅屈肌腱交叉延长术,"IG1,手术1,手术1,1;ZC1,手术1,手术1,1"
82.8600x011,伸指肌腱中央束重建术[Matev法],"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8600x012,伸指肌腱中央束重建术[Carroll法],"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8600x013,伸指肌腱中央束重建术[Fowler法],"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8900x002,镜影手畸形矫正术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.8900x003,缩窄环畸形矫正术,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.9100x004,手指肌腱松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.9300x001,手软组织抽吸术,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
82.9600x001,手软组织局部作用治疗性物质注射,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.0100x001,肌腱探查术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.0200x005,前臂切开减压术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.0200x006,小腿减张术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.0900x003,筋膜间隙切开减压术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1300x001,腓肠肌腱膜松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.1300x004,前臂肌腱松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.1300x006,下肢肌腱松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.1300x007,肌腱松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.1300x008,跖腱膜切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.1400x006,跖筋膜切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1400x007,福耳克曼挛缩松解伴筋膜切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.1400x008,趾筋膜切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.1900x001,股内收肌切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.1900x003,腘绳肌切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.1900x005,环咽肌切断术,"DJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x008,肩胛提肌切断术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x009,单侧内收肌和髂腰肌切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x010,内收肌切断术,"IG1,手术1,手术1,1;ZC1,手术1,手术1,1"
83.1900x012,髂腰肌切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x013,前斜角肌切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x017,臀肌切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x018,斜颈腱性条索切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1"
83.1900x019,胸腔镜下胸锁乳突肌切断术,"IG1,手术1,手术1,1;PB1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x020,胸锁乳突肌部分切断术,"IG1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x023,髋关节镜下髂腰肌松解术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x024,中、前斜角肌切断术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.1900x025,腓肠肌切断术,"IG1,手术1,手术1,1"
83.1900x026,缝匠肌切断术,"IG1,手术1,手术1,1"
83.1900x027,股四头肌切断术,"IG1,手术1,手术1,1"
83.1900x028,股直肌切断术,"IG1,手术1,手术1,1"
83.1900x030,阔筋膜张肌切断术,"IG1,手术1,手术1,1"
83.1900x031,胸小肌切断术,"IG1,手术1,手术1,1"
83.2900x001,肌腱、血管、神经探查术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.2900x002,手肌腱、血管、神经探查术,"IF2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.2900x003,足血管、神经、肌腱探查术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.3100x001,跟腱病损切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.3100x008,踝关节镜下跟腱病损切除术,"IC3,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.3200x001,背部肌肉病损切除术,"PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.3200x001,背部肌肉病损切除术																														,"IG1,手术1,手术1,1"
83.3200x007,躯干肌肉病损切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.3200x009,上肢肌肉病损切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.3200x012,下肢肌肉病损切除术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.3900x001,腘窝病损切除术,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.3900x016,滑囊病损切除术,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.3900x017,软组织病损切除术,"IJ1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
83.4100x001,肌腱切取术,"IG1,手术1,手术1,1;PJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
